Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
S0798,8.2,2.5,5.2,4.4,1.8,2.74,Medium
S0799,7.1,3.5,10.1,3.5,1.2,2.93,Medium
S0800,9.0,1.0,6.2,5.0,1.8,3.16,Low
S0801,4.7,2.2,8.8,2.4,2.7,4.0,Low
S0802,8.3,1.3,6.7,1.6,2.1,3.26,Low
S0803,5.6,2.9,5.5,1.8,0.4,3.89,Medium
S0804,8.5,3.0,6.7,6.5,2.2,2.54,Low
S0805,9.5,2.4,5.9,0.9,2.2,2.99,Medium
S0806,5.6,2.6,7.4,1.6,1.3,4.0,Low
S0807,6.2,5.1,8.0,6.1,2.3,3.92,Medium
S0808,6.6,2.8,7.4,3.1,1.6,4.0,Low
S0809,4.3,2.4,5.5,4.9,0.9,3.46,Medium
S0810,6.5,2.1,6.0,3.4,1.2,3.55,Low
S0811,9.6,4.6,7.0,2.3,2.2,3.79,Medium
S0812,4.4,4.5,3.6,3.4,2.2,2.84,Medium
S0813,5.3,0.9,10.1,3.2,1.8,3.77,Low
S0814,4.9,0.8,4.8,5.2,1.0,2.52,Medium
S0815,3.5,2.3,8.3,1.0,1.7,4.0,Low
S0816,3.9,2.0,4.1,2.9,1.7,3.14,Medium
S0817,5.9,1.8,6.2,1.3,1.2,4.0,Low
S0818,10.3,5.1,8.9,3.6,2.1,3.0,Medium
S0819,4.1,2.8,6.8,3.0,2.3,3.71,Low
S0820,9.4,0.7,6.9,6.0,1.8,2.75,Medium
S0821,5.7,1.5,6.3,5.3,1.7,3.52,Low
S0822,1.7,5.0,6.5,3.6,0.6,1.51,Medium
S0823,6.7,4.7,7.3,1.4,1.8,4.0,Low
S0824,8.7,2.9,9.2,3.7,0.7,3.23,Medium
S0825,4.2,1.3,9.3,4.6,2.0,3.53,Low
S0826,7.4,2.2,5.7,3.7,0.4,2.63,Medium
S0827,4.3,2.2,5.2,7.1,0.9,3.41,Medium
S0828,7.5,2.1,7.3,0.6,0.4,3.19,Low
S0829,5.0,3.8,9.1,1.2,1.6,3.94,Low
S0830,8.1,1.1,9.6,4.5,3.2,3.33,Low
S0831,6.7,1.9,9.6,2.1,1.2,4.0,Low
S0832,9.5,1.4,8.5,4.5,0.5,3.53,Medium
S0833,4.7,1.6,6.1,7.1,1.9,4.0,Low
S0834,4.9,4.1,5.4,6.4,0.9,3.35,High
S0835,4.3,3.4,6.5,3.7,1.4,3.55,Low
S0836,2.4,1.7,6.9,1.6,1.2,2.72,Low
S0837,4.7,0.7,7.3,5.6,0.8,4.0,Low
S0838,4.9,3.2,6.6,3.1,0.2,3.8,Medium
S0839,6.8,3.0,4.1,2.5,3.5,3.22,Medium
S0840,9.2,3.2,7.3,4.9,2.7,2.79,Medium
S0841,5.1,2.2,6.5,6.7,2.1,3.57,Low
S0842,5.7,2.0,9.0,1.8,2.6,3.99,Low
S0843,5.8,0.7,10.1,3.2,1.1,4.0,Low
S0844,4.2,1.3,5.0,2.2,2.4,3.97,Low
S0845,5.2,1.4,5.3,2.3,3.2,3.6,Low
S0846,8.9,2.2,8.0,7.1,0.4,3.28,Medium
S0847,2.8,3.3,6.0,1.7,0.4,2.17,Low
S0848,6.1,2.1,3.9,4.8,0.2,2.37,High
S0849,7.4,4.3,6.7,3.3,1.5,3.37,Medium
S0850,8.9,1.8,7.5,6.1,3.3,3.52,Low
S0851,5.4,2.2,6.0,6.6,0.8,3.01,Low
S0852,4.0,2.0,10.8,0.9,1.8,3.98,Low
S0853,2.7,1.2,6.8,3.2,1.0,2.13,Low
S0854,4.2,5.0,9.7,2.3,1.7,3.92,Medium
S0855,9.2,0.2,8.5,6.4,0.6,3.2,Medium
S0856,3.9,2.1,7.9,4.4,3.8,4.0,Low
S0857,4.1,2.5,7.1,2.7,0.8,4.0,Low
S0858,3.7,2.5,7.9,3.2,3.7,4.0,Low
S0859,6.2,1.9,8.3,1.7,1.3,4.0,Low
S0860,7.6,2.3,8.4,3.5,1.2,3.03,Low
S0861,7.9,1.5,5.7,3.1,1.0,2.23,High
S0862,10.3,2.6,8.9,1.5,1.7,3.48,Medium
S0863,8.6,2.6,8.0,2.5,0.6,2.82,Low
S0864,8.6,1.5,10.0,6.6,1.0,2.83,Medium
S0865,4.4,4.3,10.0,2.8,1.1,4.0,Medium
S0866,4.0,3.3,4.3,0.9,1.3,3.08,Medium
S0867,4.5,1.7,7.0,2.3,0.9,3.8,Low
S0868,5.9,5.3,5.8,4.1,2.2,3.16,Medium
S0869,6.1,0.9,7.8,1.0,1.8,4.0,Low
S0870,8.3,0.5,8.8,2.9,0.9,3.2,Low
S0871,3.1,4.9,4.5,1.8,1.2,3.44,High
S0872,3.0,1.6,5.8,1.8,1.3,4.0,Medium
S0873,6.9,1.4,6.4,2.6,3.5,3.66,Low
S0874,5.4,3.6,8.9,5.3,1.2,3.53,Low
S0875,6.8,1.7,4.4,4.2,0.2,2.18,High
S0876,6.8,3.5,6.1,5.0,1.1,3.53,Low
S0877,5.0,3.3,7.9,7.2,0.9,4.0,Low
S0878,9.3,1.2,8.2,3.4,1.0,4.0,Medium
S0879,5.2,1.8,7.3,5.7,1.7,4.0,Low
S0880,2.3,1.4,7.0,2.2,0.9,3.38,Low
S0881,5.4,1.7,5.9,2.9,0.7,3.52,Medium
S0882,7.6,3.7,8.3,1.4,1.9,3.9,Low
S0883,8.2,2.6,7.6,2.9,1.6,3.83,Low
S0884,2.6,2.1,6.1,3.3,0.7,1.9,Low
S0885,6.8,3.6,5.3,1.3,0.8,3.72,Medium
S0886,5.2,1.0,7.7,5.5,2.6,4.0,Low
S0887,6.3,0.8,4.9,0.9,1.0,2.88,Medium
S0888,4.6,4.8,7.5,5.2,2.1,4.0,Medium
S0889,2.9,3.3,6.0,3.8,1.2,2.4,Low
S0890,1.9,3.1,8.0,5.2,3.4,2.25,Low
S0891,10.5,0.8,8.6,3.9,1.9,3.21,Medium
S0892,10.8,4.5,6.7,0.8,1.2,2.84,High
S0893,8.1,3.2,6.8,0.9,1.4,3.33,Low
S0894,6.4,1.7,7.1,1.0,3.4,4.0,Low
S0895,4.5,2.2,6.4,4.1,2.0,3.5,Low
S0896,4.2,1.1,7.7,0.8,1.8,4.0,Low
S0897,8.6,4.3,6.8,2.9,0.6,3.3,Medium
S0898,3.8,2.0,8.7,5.6,1.0,3.96,Low
S0899,5.7,1.3,4.8,5.9,2.5,2.94,Medium
S0900,4.4,2.5,4.7,4.6,1.8,3.35,Medium
S0901,3.5,1.3,5.4,1.0,1.8,4.0,Low
S0902,8.0,1.7,6.3,3.6,1.0,2.92,Low
S0903,1.9,3.3,7.5,3.5,2.2,1.98,Low
S0904,4.5,1.1,5.0,4.1,2.7,3.99,Low
S0905,10.2,2.8,5.4,1.3,2.5,3.86,Medium
S0906,7.6,3.2,8.7,0.9,2.3,3.47,Low
S0907,8.4,1.6,7.6,2.3,3.3,3.82,Low
S0908,3.3,3.2,5.4,1.9,1.5,3.86,Medium
S0909,9.3,1.4,5.1,4.6,1.6,2.73,Medium
S0910,3.3,3.1,7.4,4.6,1.1,4.0,Low
S0911,5.0,2.0,10.3,2.2,1.1,4.0,Low
S0912,3.9,4.5,5.9,5.8,0.6,2.91,High
S0913,6.5,4.4,5.3,6.8,1.4,3.85,High
S0914,4.2,1.3,6.1,1.2,0.8,3.81,Low
S0915,2.9,2.1,8.4,1.5,0.7,2.36,Low
S0916,2.8,1.2,9.4,5.1,1.2,2.46,Medium
S0917,6.5,2.5,7.8,4.1,1.9,4.0,Low
S0918,5.8,3.9,10.5,1.6,2.1,3.97,Low
S0919,6.6,5.3,10.3,4.1,1.0,3.75,Medium
S0920,7.6,4.4,6.5,3.8,1.4,3.14,Medium
S0921,5.0,1.7,8.2,6.2,3.2,4.0,Low
S0922,7.2,1.5,4.5,2.1,3.0,2.47,High
S0923,6.3,3.3,5.9,4.3,0.3,3.93,Medium
S0924,3.2,3.8,5.7,3.9,1.3,3.37,Medium
S0925,6.0,1.0,3.7,5.9,1.0,2.79,Medium
S0926,6.6,5.0,9.4,3.1,2.4,3.55,Medium
S0927,3.1,5.2,9.9,1.6,1.1,3.91,Medium
S0928,8.0,1.9,4.7,2.4,3.5,2.35,High
S0929,6.3,2.0,5.3,7.2,2.5,3.7,Medium
S0930,2.4,1.0,7.3,6.2,1.5,2.75,Low
S0931,8.3,2.1,7.9,4.4,0.8,3.71,Low
S0932,2.5,1.8,7.1,7.6,1.5,2.39,Low
S0933,8.0,2.1,8.4,3.6,2.8,4.0,Low
S0934,6.3,2.0,5.1,1.2,0.3,3.26,Medium
S0935,8.7,1.5,5.6,4.4,1.1,2.72,Medium
S0936,10.1,4.0,8.9,2.7,2.3,3.31,Medium
S0937,3.2,0.3,3.8,3.5,1.4,2.93,Medium
S0938,4.9,3.2,6.8,4.4,1.0,3.8,Low
S0939,7.9,2.7,5.6,1.9,1.9,3.21,Medium
S0940,3.9,4.1,7.7,2.9,1.5,4.0,Medium
S0941,3.6,2.8,6.4,7.5,1.5,4.0,Low
S0942,9.3,3.7,6.8,4.3,1.8,2.92,Medium
S0943,5.3,1.3,6.9,2.0,3.0,4.0,Low
S0944,5.6,2.8,7.2,1.4,1.3,4.0,Low
S0945,2.8,2.8,6.8,4.7,0.9,1.9,Low
S0946,9.5,3.2,6.7,3.2,0.6,2.45,High
S0947,10.8,3.0,6.0,3.5,0.7,2.42,High
S0948,7.0,3.5,7.8,3.7,2.9,4.0,Low
S0949,2.6,1.7,5.8,7.2,1.3,2.57,Medium
S0950,3.6,1.5,6.0,2.7,1.0,4.0,Low
S0951,1.8,4.2,10.0,2.4,1.2,1.91,Medium
S0952,3.3,3.6,7.5,0.8,1.9,4.0,Low
S0953,4.2,1.9,8.3,5.0,1.3,4.0,Low
S0954,7.5,2.3,9.2,5.9,0.6,2.98,Medium
S0955,9.6,3.8,8.4,1.8,2.5,3.66,Medium
S0956,10.0,0.7,5.2,3.3,1.7,3.33,Medium
S0957,6.4,0.4,9.9,0.8,0.8,3.51,Low
S0958,9.6,3.0,8.6,0.5,1.7,3.02,Medium
S0959,5.1,2.3,4.5,4.1,1.6,2.97,Medium
S0960,3.2,2.9,5.3,5.5,1.8,4.0,Medium
S0961,3.3,5.0,7.1,1.1,1.9,4.0,Low
S0962,8.0,5.2,7.0,2.9,2.3,3.61,Medium
S0963,3.1,2.5,7.2,1.2,1.4,4.0,Low
S0964,3.1,3.3,4.8,3.7,1.2,2.89,Medium
S0965,7.7,1.5,7.6,1.9,2.1,3.88,Low
S0966,3.0,2.1,5.3,4.2,2.3,4.0,Low
S0967,2.9,2.3,8.6,6.2,1.6,2.32,Low
S0968,4.7,4.0,7.0,3.0,1.5,4.0,Low
S0969,8.3,3.9,6.6,2.3,1.5,2.85,Low
S0970,7.7,2.3,6.3,1.3,1.0,3.43,Low
S0971,9.9,1.7,5.3,2.9,1.1,3.28,High
S0972,5.7,2.5,6.4,2.8,3.4,3.96,Low
S0973,4.6,1.5,5.8,2.9,2.3,4.0,Low
S0974,1.8,2.0,8.3,2.4,1.7,2.22,Low
S0975,3.6,3.4,4.3,5.3,0.9,2.6,Medium
S0976,7.1,1.7,9.3,1.4,0.8,3.26,Medium
S0977,5.3,0.9,5.5,6.4,3.5,4.0,Medium
S0978,5.7,1.6,7.9,4.0,3.6,4.0,Low
S0979,4.0,3.0,4.3,1.3,0.1,2.92,High
S0980,4.2,1.2,6.0,2.5,2.3,4.0,Low
S0981,5.6,0.8,3.8,1.3,1.3,3.26,Medium
S0982,7.8,2.2,6.4,1.3,2.8,3.48,Low
S0983,7.6,1.2,7.0,3.0,1.9,3.83,Low
S0984,5.6,0.7,4.4,1.7,0.4,3.09,Medium
S0985,7.2,3.3,5.1,5.2,0.8,2.49,High
S0986,4.6,1.5,7.0,2.7,3.6,4.0,Low
S0987,2.4,1.1,4.3,3.8,0.5,1.21,Medium
S0988,5.5,2.6,5.3,1.8,1.1,4.0,Medium
S0989,6.0,1.4,4.9,6.8,0.3,2.88,Medium
S0990,4.1,1.1,5.2,4.2,1.9,3.98,Low
S0991,7.6,4.7,7.9,1.6,1.0,3.67,Medium
S0992,2.5,3.2,6.6,6.0,2.0,2.45,Low
S0993,2.7,4.8,5.9,2.4,1.3,2.5,Medium
S0994,3.0,2.0,6.4,4.7,2.5,3.6,Low
S0995,3.3,1.9,6.5,1.6,2.4,3.73,Low
S0996,4.5,1.0,7.6,1.4,3.6,4.0,Low
S0997,7.6,1.9,7.3,5.9,1.7,3.47,Low
S0998,8.3,2.9,7.7,5.5,2.9,3.26,Low
S0999,9.3,0.9,7.2,4.5,2.3,3.26,Medium
S1000,7.8,3.3,4.7,2.9,0.8,2.31,High
S1001,4.4,0.4,6.6,3.4,1.9,4.0,Low
S1002,3.7,1.0,8.8,1.6,3.4,4.0,Low
S1003,8.3,2.3,10.2,1.2,1.1,2.88,Medium
S1004,9.5,0.8,7.2,3.6,2.0,3.99,Medium
S1005,3.9,1.9,8.8,1.8,2.6,4.0,Low
S1006,7.0,1.4,7.3,5.5,1.4,4.0,Low
S1007,10.3,2.2,5.1,2.6,3.2,3.54,Medium
S1008,8.8,1.8,4.6,4.4,1.1,2.18,High
S1009,7.6,2.1,6.9,4.7,1.3,2.48,Medium
S1010,4.5,2.4,8.5,2.5,1.6,4.0,Low
S1011,6.6,1.6,6.0,6.2,2.2,4.0,Low
S1012,2.0,2.8,7.0,3.3,1.2,3.09,Low
S1013,2.6,1.3,9.7,2.7,1.5,2.59,Low
S1014,5.4,1.5,8.1,1.6,0.9,4.0,Low
S1015,5.1,1.6,5.8,3.9,2.0,3.71,Low
S1016,2.6,1.6,10.2,3.6,2.1,2.67,Low
S1017,1.5,2.4,4.1,3.5,3.0,1.01,Medium
S1018,5.1,4.8,7.8,1.0,1.5,4.0,Medium
S1019,3.8,2.2,6.8,3.5,1.2,3.8,Low
S1020,8.1,3.0,6.3,6.2,3.0,2.72,Low
S1021,3.6,0.6,8.1,5.1,3.4,4.0,Low
S1022,5.6,0.5,5.8,2.9,1.9,4.0,Low
S1023,5.8,3.4,6.0,3.4,0.6,3.95,Low
S1024,6.8,5.5,6.0,3.1,1.2,3.64,Medium
S1025,5.0,4.0,7.8,5.6,0.9,3.9,Low
S1026,4.2,2.4,9.6,0.9,1.2,4.0,Low
S1027,8.4,2.0,5.5,2.7,1.3,3.34,Medium
S1028,5.4,5.4,6.9,1.0,1.0,4.0,Medium
S1029,5.0,1.2,9.7,4.7,1.0,4.0,Low
S1030,9.7,4.2,7.1,4.7,1.7,3.8,Medium
S1031,5.7,1.0,5.0,3.2,1.0,3.83,Medium
S1032,5.6,5.1,6.9,1.0,1.7,3.87,Low
S1033,8.3,5.7,6.7,2.3,2.9,3.44,Medium
S1034,4.8,0.6,6.3,2.1,2.1,3.64,Low
S1035,9.9,1.6,8.5,0.9,1.6,3.81,Medium
S1036,8.1,2.9,10.0,4.3,3.0,3.46,Low
S1037,5.5,1.0,7.1,1.4,1.8,4.0,Low
S1038,1.6,1.3,7.0,6.5,1.3,2.2,Low
S1039,4.9,3.2,7.4,2.2,1.3,4.0,Low
S1040,1.9,1.4,8.3,1.8,0.6,1.92,Low
S1041,5.2,0.3,4.6,5.0,2.3,2.9,Medium
S1042,7.6,4.0,8.5,3.1,1.0,3.64,Low
S1043,8.3,3.3,10.2,1.6,1.0,3.49,Medium
S1044,3.5,0.8,10.8,0.6,2.6,3.61,Low
S1045,4.5,3.9,7.2,5.8,3.1,4.0,Low
S1046,8.9,2.2,7.5,1.7,2.5,3.45,Low
S1047,10.3,1.6,7.0,1.2,1.7,3.45,Medium
S1048,5.0,1.8,7.1,3.5,0.2,4.0,Medium
S1049,7.4,3.2,6.4,0.9,2.3,2.8,Low
S1050,5.9,1.2,6.4,4.2,1.7,3.63,Low
S1051,4.7,2.0,7.3,0.3,0.6,4.0,Low
S1052,4.0,1.9,7.3,5.6,3.2,4.0,Low
S1053,7.2,0.9,7.7,2.7,1.5,3.73,Low
S1054,4.2,1.9,8.8,4.5,1.0,4.0,Low
S1055,3.0,1.5,9.4,3.5,1.6,3.29,Low
S1056,7.9,2.4,4.9,1.4,1.6,2.87,Medium
S1057,9.6,1.7,9.0,4.6,1.0,2.85,Medium
S1058,4.6,2.3,8.0,1.3,1.3,4.0,Low
S1059,5.3,2.5,8.6,1.7,2.5,4.0,Low
S1060,6.9,2.0,5.1,4.0,1.6,4.0,Low
S1061,6.4,1.8,9.3,3.5,0.6,3.97,Low
S1062,7.7,2.3,9.2,2.1,1.3,3.21,Medium
S1063,9.0,4.3,7.8,5.4,0.6,3.18,Medium
S1064,3.4,1.5,6.7,2.0,1.1,4.0,Low
S1065,3.1,1.6,7.3,2.8,1.2,4.0,Low
S1066,7.4,1.8,8.1,1.6,0.7,3.59,Low
S1067,4.4,3.7,5.8,1.0,0.7,3.81,Medium
S1068,3.9,2.5,7.1,3.9,1.0,4.0,Low
S1069,8.5,1.7,7.9,0.5,1.3,3.78,Low
S1070,2.5,3.6,5.6,4.1,2.5,1.68,Low
S1071,5.8,3.4,7.7,2.4,2.5,4.0,Low
S1072,7.3,1.9,6.1,2.9,2.5,2.78,Low
S1073,9.5,2.5,7.7,5.8,0.6,3.53,Medium
S1074,8.1,4.0,6.6,1.2,1.4,3.01,Low
S1075,3.8,1.6,8.3,1.1,2.6,4.0,Low
S1076,2.7,1.8,4.7,6.6,2.5,1.07,Medium
S1077,5.1,1.4,9.5,2.4,0.8,3.9,Low
S1078,1.4,1.5,9.6,1.7,0.7,1.73,Low
S1079,5.8,4.1,6.9,7.5,2.0,3.32,Medium
S1080,5.8,1.7,4.7,0.2,1.4,2.79,Medium
S1081,8.2,2.6,10.8,2.1,1.1,3.21,Medium
S1082,4.1,3.6,9.3,6.9,1.0,3.71,Medium
S1083,8.8,1.7,4.9,5.5,1.9,2.22,High
S1084,4.1,3.3,6.8,7.3,0.5,3.14,Low
S1085,4.5,2.3,7.0,2.3,2.2,4.0,Low
S1086,5.7,3.8,6.1,2.6,1.1,4.0,Low
S1087,5.2,1.6,9.9,2.3,0.6,3.49,Low
S1088,2.9,1.4,6.9,2.8,2.4,2.51,Low
S1089,7.2,2.1,6.3,2.3,2.4,3.27,Low
S1090,3.1,1.5,9.5,5.4,2.1,4.0,Low
S1091,5.2,2.4,10.1,6.7,0.9,3.34,Medium
S1092,3.7,3.0,6.6,6.2,0.6,3.66,Low
S1093,5.4,4.5,9.2,1.6,1.2,3.68,Medium
S1094,10.3,4.5,5.3,1.4,0.6,3.11,High
S1095,9.2,1.3,6.6,2.9,1.8,3.63,Medium
S1096,4.0,4.4,7.6,1.1,3.0,4.0,Low
S1097,10.1,0.8,7.1,2.2,1.3,3.89,Medium
S1098,10.1,2.3,4.6,3.7,1.2,1.92,High
S1099,8.4,2.1,5.5,1.7,2.3,3.56,Medium
S1100,3.6,1.7,6.9,6.3,3.1,3.57,Low
S1101,3.6,1.8,5.2,3.2,1.5,3.75,Medium
S1102,9.0,3.7,3.3,2.3,1.4,1.78,High
S1103,3.8,1.3,4.1,3.9,1.0,3.13,Medium
S1104,5.3,2.0,10.2,1.8,0.9,3.81,Low
S1105,4.1,1.2,6.5,5.9,1.9,4.0,Low
S1106,2.3,1.4,7.3,3.7,0.4,2.46,Low
S1107,4.8,2.9,7.9,3.8,1.1,4.0,Low
S1108,3.1,4.8,6.9,2.3,2.3,3.74,Low
S1109,5.4,1.7,8.5,5.5,2.0,4.0,Low
S1110,7.4,1.1,5.7,5.6,0.3,2.62,Medium
S1111,7.3,2.2,6.8,0.3,2.5,3.29,Low
S1112,6.7,3.2,9.8,3.3,1.3,3.16,Low
S1113,10.0,2.9,6.1,1.4,2.6,3.72,Medium
S1114,5.2,1.3,7.4,1.0,1.3,4.0,Low
S1115,5.7,2.1,8.2,5.1,2.3,4.0,Low
S1116,8.2,3.9,6.1,2.8,1.5,3.32,Low
S1117,3.3,0.5,9.7,2.0,1.0,4.0,Low
S1118,9.2,1.8,7.5,0.8,0.9,3.56,Medium
S1119,8.1,3.5,6.3,2.5,1.6,3.1,Low
S1120,7.9,1.6,5.5,3.1,2.7,2.87,Medium
S1121,3.8,0.8,6.4,4.5,1.7,3.94,Low
S1122,5.3,0.6,10.3,2.6,0.8,4.0,Low
S1123,6.6,1.6,7.4,3.5,1.4,4.0,Low
S1124,5.0,2.5,7.7,4.8,1.3,4.0,Low
S1125,6.4,1.2,9.5,2.6,2.2,4.0,Low
S1126,5.6,4.6,6.9,3.1,0.7,3.49,Medium
S1127,7.8,1.5,9.2,5.9,3.2,3.71,Medium
S1128,7.6,1.1,7.4,0.7,1.5,3.67,Low
S1129,3.3,1.3,6.4,2.8,1.9,4.0,Low
S1130,3.5,2.6,7.6,3.4,2.2,4.0,Low
S1131,4.4,3.5,6.7,3.0,1.9,3.54,Low
S1132,2.7,0.9,9.4,4.1,0.7,2.28,Low
S1133,4.5,2.7,8.7,0.8,1.0,3.37,Low
S1134,2.5,0.5,5.8,5.6,1.4,2.51,Medium
S1135,7.0,4.5,6.6,1.7,1.6,4.0,Low
S1136,5.9,4.4,5.0,3.3,2.8,3.68,Medium
S1137,4.8,2.3,4.5,2.1,1.2,3.17,Medium
S1138,5.1,3.0,5.3,3.0,2.2,4.0,Low
S1139,8.6,2.8,7.7,1.4,3.2,3.91,Low
S1140,4.0,4.7,8.0,4.6,0.9,3.86,Medium
S1141,5.0,2.8,8.3,1.3,3.3,4.0,Low
S1142,8.1,2.4,6.8,2.3,1.8,3.46,Low
S1143,7.1,2.0,7.6,4.2,2.1,3.1,Low
S1144,3.8,2.3,9.1,2.5,2.3,3.91,Low
S1145,2.8,2.2,10.5,4.7,0.9,1.52,Low
S1146,4.8,3.6,8.3,1.9,3.0,4.0,Low
S1147,6.0,1.9,7.0,3.6,1.7,4.0,Low
S1148,3.4,3.8,7.2,1.4,2.3,3.44,Low
S1149,9.6,4.8,6.4,1.5,1.6,3.13,Medium
S1150,4.8,1.9,8.4,2.9,0.8,3.98,Low
S1151,4.0,2.4,5.2,3.7,1.7,3.89,Low
S1152,9.2,4.8,5.8,1.5,1.1,3.34,High
S1153,9.0,5.1,8.9,1.3,3.2,3.25,Medium
S1154,5.0,0.6,7.2,2.4,1.5,4.0,Low
S1155,6.2,4.1,7.7,2.8,2.5,3.96,Low
S1156,2.2,3.0,8.9,1.6,2.5,2.58,Low
S1157,8.4,4.5,5.9,5.9,1.1,2.91,High
S1158,2.2,3.3,6.8,2.0,0.9,2.22,Low
S1159,6.6,0.1,8.5,1.1,0.9,4.0,Low
S1160,4.5,1.7,9.9,3.9,0.3,2.78,Low
S1161,4.9,4.2,6.1,1.2,2.3,4.0,Low
S1162,2.3,1.1,7.5,1.8,1.6,3.58,Low
S1163,5.7,1.6,9.7,5.3,2.2,3.43,Low
S1164,10.6,1.2,6.9,2.5,1.9,3.29,Medium
S1165,3.1,2.1,6.0,5.7,0.4,3.79,Low
S1166,2.0,5.1,7.1,2.2,1.2,2.8,Medium
S1167,2.5,5.5,4.1,3.9,1.4,1.03,High
S1168,6.9,0.8,5.5,1.9,2.2,4.0,Low
S1169,3.5,2.6,5.6,5.4,3.2,3.14,Medium
S1170,3.8,0.7,5.9,3.9,1.6,3.88,Low
S1171,9.8,2.0,7.9,3.0,1.6,3.7,Medium
S1172,5.2,3.2,9.6,2.3,0.4,3.19,Low
S1173,5.3,2.5,5.3,4.6,3.6,3.91,Low
S1174,5.1,2.5,8.8,3.0,1.3,4.0,Low
S1175,5.3,2.6,5.5,5.8,2.0,3.57,Medium
S1176,6.1,1.0,4.6,3.2,1.3,3.08,Medium
S1177,6.0,0.9,6.7,1.7,3.6,4.0,Low
S1178,4.3,0.9,10.1,2.1,1.4,4.0,Low
S1179,6.4,0.5,8.5,3.3,1.1,4.0,Low
S1180,3.9,0.8,7.9,3.5,1.3,4.0,Low
S1181,4.5,1.4,7.7,6.8,0.8,3.56,Low
S1182,5.0,1.5,8.6,3.0,1.7,4.0,Low
S1183,4.2,1.3,4.7,4.3,0.9,2.43,Medium
S1184,4.8,2.2,6.4,1.3,1.1,4.0,Low
S1185,6.6,3.0,6.0,2.9,0.9,3.65,Low
S1186,3.7,1.6,5.0,3.8,0.5,3.57,Medium
S1187,3.1,2.9,6.3,4.3,1.7,4.0,Low
S1188,3.0,2.5,6.7,2.1,1.8,3.62,Low
S1189,8.6,5.8,7.5,2.7,0.9,3.46,Medium
S1190,4.5,4.5,6.4,2.5,1.3,3.49,Medium
S1191,8.2,2.9,7.5,2.3,2.5,3.05,Low
S1192,5.3,3.0,3.6,5.5,1.4,3.09,Medium
S1193,4.4,1.1,6.8,3.1,1.3,3.56,Low
S1194,10.2,2.7,8.5,1.3,1.3,4.0,Medium
S1195,4.4,2.6,8.9,1.1,0.5,3.58,Low
S1196,6.6,2.5,8.7,1.4,0.7,3.85,Low
S1197,5.8,4.8,6.6,2.3,1.8,4.0,Low
